variavel,lag_passos,lag_horas,correlacao,n,safra,line
env_temperature,92,15.333333333333334,0.09117729709505926,16780,2025,3
env_temperature,93,15.5,0.10711841513049944,16775,2025,3
env_temperature,94,15.666666666666666,0.12351465183602335,16777,2025,3
env_temperature,95,15.833333333333334,0.14026344015102774,16772,2025,3
env_temperature,96,16.0,0.15709012806505993,16768,2025,3
env_temperature,97,16.166666666666668,0.1746742832956179,16769,2025,3
env_temperature,98,16.333333333333332,0.19215757354020677,16768,2025,3
env_temperature,99,16.5,0.21013148403789925,16767,2025,3
env_temperature,100,16.666666666666668,0.22860053110057427,16766,2025,3
env_temperature,101,16.833333333333332,0.2469413705494679,16760,2025,3
env_temperature,102,17.0,0.26568671563793955,16756,2025,3
env_temperature,103,17.166666666666668,0.2844487392312228,16755,2025,3
env_temperature,104,17.333333333333332,0.30351628554818794,16754,2025,3
env_temperature,105,17.5,0.32251419201306064,16751,2025,3
env_temperature,106,17.666666666666668,0.3419793738613719,16750,2025,3
env_temperature,107,17.833333333333332,0.3615060930766491,16748,2025,3
env_temperature,108,18.0,0.38124585276200734,16747,2025,3
env_temperature,109,18.166666666666668,0.40071761506942044,16744,2025,3
env_temperature,110,18.333333333333332,0.4205920987191369,16743,2025,3
env_temperature,111,18.5,0.4401373035320626,16743,2025,3
env_temperature,112,18.666666666666668,0.45998379634801095,16742,2025,3
env_temperature,113,18.833333333333332,0.4795146694878114,16739,2025,3
env_temperature,114,19.0,0.4989518876934242,16736,2025,3
env_temperature,115,19.166666666666668,0.518233196251817,16733,2025,3
env_temperature,116,19.333333333333332,0.5372900908207245,16735,2025,3
env_temperature,117,19.5,0.5560417031585251,16731,2025,3
env_temperature,118,19.666666666666668,0.5749592855812785,16732,2025,3
env_temperature,119,19.833333333333332,0.5937469461836915,16732,2025,3
env_temperature,120,20.0,0.6120570967004538,16727,2025,3
env_temperature,121,20.166666666666668,0.6299569907398787,16727,2025,3
env_temperature,122,20.333333333333332,0.6477414583497707,16724,2025,3
env_temperature,123,20.5,0.6650725049724913,16724,2025,3
env_temperature,124,20.666666666666668,0.681957757415883,16721,2025,3
env_temperature,125,20.833333333333332,0.6984624078949011,16720,2025,3
env_temperature,126,21.0,0.7144811035059547,16718,2025,3
env_temperature,127,21.166666666666668,0.7297792297235812,16716,2025,3
env_temperature,128,21.333333333333332,0.7445842873184638,16713,2025,3
env_temperature,129,21.5,0.7589370142558827,16712,2025,3
env_temperature,130,21.666666666666668,0.7725936741995768,16710,2025,3
env_temperature,131,21.833333333333332,0.7856105788385184,16710,2025,3
env_temperature,132,22.0,0.7979249157771438,16707,2025,3
env_temperature,133,22.166666666666668,0.8098092413677398,16705,2025,3
env_temperature,134,22.333333333333332,0.8208918746385627,16701,2025,3
env_temperature,135,22.5,0.8312614549813951,16700,2025,3
env_temperature,136,22.666666666666668,0.8407057604455354,16696,2025,3
env_temperature,137,22.833333333333332,0.8491192637975388,16698,2025,3
env_temperature,138,23.0,0.8566880291457524,16691,2025,3
env_temperature,139,23.166666666666668,0.8632100409489168,16691,2025,3
env_temperature,140,23.333333333333332,0.8685541258873052,16692,2025,3
env_temperature,141,23.5,0.8727847660810114,16687,2025,3
env_temperature,142,23.666666666666668,0.8758147762476965,16684,2025,3
